-----Level: 5 Name: Sub Item 22 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 55 Was completition calculated: False
-----Level: 5 Name: Sub Item 23 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 67 Was completition calculated: True
------Level: 6 Name: Sub Item 24 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 65 Was completition calculated: False
------Level: 6 Name: Sub Item 25 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 70 Was completition calculated: False
---Level: 3 Name: Sub Item 13 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 05.12.2018 0:00:00 Completed: 15 Was completition calculated: False
---Level: 3 Name: Sub Item 14 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 05.12.2018 0:00:00 Completed: 32 Was completition calculated: True
----Level: 4 Name: Sub Item 15 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 25 Was completition calculated: False
----Level: 4 Name: Sub Item 16 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 30 Was completition calculated: False
----Level: 4 Name: Sub Item 17 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 42 Was completition calculated: True
-----Level: 5 Name: Sub Item 18 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 40 Was completition calculated: False
-----Level: 5 Name: Sub Item 19 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 45 Was completition calculated: False
--Level: 2 Name: Sub Item 26 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 37 Was completition calculated: True
---Level: 3 Name: Sub Item 27 PlannedStart:15.11.2018 0:00:00 PlannedEnd: 10.12.2018 0:00:00 Completed: 80 Was completition calculated: False
---Level: 3 Name: Sub Item 28 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 5 Was completition calculated: False
---Level: 3 Name: Sub Item 29 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 28 Was completition calculated: True
----Level: 4 Name: Sub Item 30 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 32 Was completition calculated: True
-----Level: 5 Name: Sub Item 33 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 30 Was completition calculated: False
-----Level: 5 Name: Sub Item 34 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 36 Was completition calculated: True
------Level: 6 Name: Sub Item 36 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 30 Was completition calculated: False
------Level: 6 Name: Sub Item 37 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 30 Was completition calculated: False
------Level: 6 Name: Sub Item 38 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 50 Was completition calculated: False
-----Level: 5 Name: Sub Item 35 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 30 Was completition calculated: False
----Level: 4 Name: Sub Item 31 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 25 Was completition calculated: True
-----Level: 5 Name: Sub Item 32 PlannedStart:25.11.2018 0:00:00 PlannedEnd: 20.12.2018 0:00:00 Completed: 25 Was completition calculated: False
-Level: 1 Name: Root Item 2 PlannedStart:06.11.2018 0:00:00 PlannedEnd: 20.11.2018 0:00:00 Completed: 21 Was completition calculated: True
--Level: 2 Name: Sub Item 40 PlannedStart:05.11.2018 0:00:00 PlannedEnd: 20.11.2018 0:00:00 Completed: 10 Was completition calculated: False
--Level: 2 Name: Sub Item 41 PlannedStart:05.11.2018 0:00:00 PlannedEnd: 20.11.2018 0:00:00 Completed: 33 Was completition calculated: True
---Level: 3 Name: Sub Item 43 PlannedStart:10.11.2018 0:00:00 PlannedEnd: 30.11.2018 0:00:00 Completed: 37 Was completition calculated: True
----Level: 4 Name: Sub Item 45 PlannedStart:10.11.2018 0:00:00 PlannedEnd: 30.11.2018 0:00:00 Completed: 35 Was completition calculated: False
----Level: 4 Name: Sub Item 46 PlannedStart:10.11.2018 0:00:00 PlannedEnd: 30.11.2018 0:00:00 Completed: 40 Was completition calculated: False
---Level: 3 Name: Sub Item 44 PlannedStart:10.11.2018 0:00:00 PlannedEnd: 30.11.2018 0:00:00 Completed: 30 Was completition calculated: False
--Level: 2 Name: Sub Item 42 PlannedStart:05.11.2018 0:00:00 PlannedEnd: 30.11.2018 0:00:00 Completed: 20 Was completition calculated: False
